
=== Testing vivace for 60 seconds ===
$ /home/ubuntu/pantheon/src/wrappers/vivace.py run_first
$ /home/ubuntu/pantheon/src/wrappers/vivace.py receiver 33033
server is ready at port: 33033
$ /home/ubuntu/pantheon/src/wrappers/vivace.py sender 127.0.0.1 33033
new connection: 127.0.0.1:44590
SendRate(Mb/s)	RTT(ms)	CWnd	PktSndPeriod(us)	RecvACK	RecvNAK
SendRate(Mb/s)	RTT(ms)	CTotal	Loss	RecvACK	RecvNAK
1	24.6556	0.293	2289	0
2	25.4528	0.352	4636	0
3	41.4155	0.245	8455	0
4	45.4889	0.235	12656	0
5	52.2299	0.254	17472	0
6	30.0558	0.322	20245	0
7	52.4043	0.255	25078	0
8	55.6278	0.247	30211	0
9	38.5577	0.284	33768	0
10	58.7165	0.116	39191	0
11	69.9906	0.136	45650	0
12	87.1572	0.163	53688	0
13	47.0259	0.145	58024	0
14	75.0354	0.512	64956	0
15	77.6333	0.227	72117	0
16	190.32	0.237	89666	0
17	55.4026	0.32	94777	0
18	104.034	0.274	104369	0
19	47.2088	0.231	108722	0
20	143.725	0.232	121975	0
21	65.3625	0.253	128003	0
22	42.7768	0.294	131948	0
23	50.295	0.149	136596	0
24	63.4647	0.118	142447	0
25	136.588	0.154	155044	0
26	100.436	0.112	164306	0
27	67.8329	0.149	170561	0
28	77.1874	0.174	177679	0
29	83.1748	0.111	185862	0
30	74.3746	0.104	192720	0
31	71.5983	0.194	199327	0
32	91.3167	0.12	208600	0
33	232.979	0.197	230082	93
34	47.1968	0.284	234435	93
35	46.8184	0.267	238752	93
36	52.1445	1.789	243566	93
37	38.2386	2.463	247092	93
38	70.9606	1.029	253635	93
39	174.027	0.205	269684	93
40	41.0766	1.044	273473	93
41	52.7074	0.214	278334	93
42	77.0407	0.252	285438	93
43	49.1709	0.325	289972	93
44	58.632	0.906	295394	93
45	42.3767	0.26	299301	93
46	38.1973	0.776	302823	93
47	45.2823	0.287	306999	93
48	54.0875	0.909	311986	93
49	71.3942	0.294	318569	93
50	46.5871	0.3	322865	93
51	45.1715	0.207	327034	93
52	47.5891	0.173	331422	93
53	69.4168	0.18	337824	93
54	86.3213	0.112	345784	93
55	109.766	0.237	355904	93
56	490.621	0.25	401154	93
57	549.479	0.855	451821	100
58	37.2971	0.245	455260	100
59	50.5663	0.278	459923	100
kill_proc_group: killed process group with pgid 111392
kill_proc_group: killed process group with pgid 111491
[✓] Metrics written to logs/metrics_vivace_1744875339.csv
✅ Passed all tests!
